,Text,value
3518,mót apple tao đái mả tổ mày thằng bưng bô,0
3519,khoi anh vâng bọn ở việt nam nó hiểu tình_hình hơn người ở việt_nam,0
3520,mót apple cộng_sản coi chế_độ giai_cấp hơn quốc_gia dân_tộc nhé cháu,1
3521,đồng văn_thư thang toc rau muong t o việt nam ne chi co nhung con bung bo rang o việt nam moi hieu lu toc chung o việt_nam co hieu duoc j ngoai bung bo an cut,0
3522,mót apple y còm ngu chó hóa_y chịu hả họng thúi công_nhận cộng_sản tụi y cướp nước người_ta sao sếp tuyên ráo y nói coi_chừng nó cắt lương chết mịa luôn chó con à,1
3523,tai sao an_ninh mang chặn nó lai nó chống pha nha nước vây nhỉ thua nó à hay la tiêp tay lũ phan_động,0
3524,ũ nán nước hại dân tên đầu_đảng chính tên,0
3525,xem l lịch nhe họ china,0
3526,rước trung tuốc bán_nước chắc_chắn,0
3527,thế mới biết sao thời dịch bênh đất dắt vùn_vụt,0
3528,đâu mất kholng mất,0
3529,ăn cơm việt làm hán nô,1
3530,mất lâu báo_động quái,0
3531,nguyễn phú trọng lú con lươn con_chạch ăn bùn dơ,1
3532,bạn rời bỏ đất_nước bạn sai,0
3533,việt_nam co chu quen dau ma mat mat lau roi dau pgai moi,0
3534,ai tuyển làm k,0
3535,thằng đít hại nước việt_nam,0
3536,tony nguyễn nói một đít ghế mới hoành_tráng bạn nhể,0
3537,nghe dĩ_vãng kkk,0
3538,bik thế hay bik hơn chẳng làm đc,0
3539,báo_động j minh dang mat lau r,0
3540,kẻ thất_bại quyền dạy kẻ thắng,0
3541,chung ban tu tu tung cap,0
3542,ae chuẩn về fuck cuốc thôi,0
3543,a đù trọng lú bán_dạo,0
3544,tui may tin ha lu suc vât,0
3545,lảnh đạo việt nam hèn giặc ác voi dan,1
3546,hóng bò đỏ chửi,0
3547,hay lam,0
3548,lũ csviệt nam bán đất_nước việt nam cstrung tuốc lâu người dân việt nam bắt_đầu làm nô_lệ trung tuốc,1
3549,trọng lú,1
3550,cộng_sản sống bẩn lắm tin cộng_sản,1
3551,dm cộng_sản bán_nước,1
3552,ôi sợ quásợ quá,0
3553,thật quá rõ_ràng,0
3554,no ban tau lao het roi,0
3555,mặt lồn nguyễn phú trọng,1
3556,mất lâu,0
3557,a mi đà phật,0
3558,trong lu cút đi,1
3559,dm lũ bán_nước cầu vinh muôn_đời tủi_nhục,0
3560,con cc giữ đâu,0
3561,thà làm_phản_động yêu nước còn hơn cộng_sản bán_nước giặc tới nhà còn câm hến hèn giặc ác dân,1
3562,đảo đảo việt tân tiếng ủng_hộ mày úc can_thiệp nội_bộ chính_sách ngoại_giao trung viêt namày,1
3563,cắt lưi bò đập bỏ búa liềmlà dân yên dẹp bọn cướp đất dân bọn tài_nguyên môi_trường ăn_cướp kiểu quy_hoạch,1
3564,đụ_mẹ đảng việt tân à sao đưa mặt thằng bí_thư đảng việt tân xem nào,0
3565,đéo thấy đảng việt cộng kiến nhỉ,1
3566,dâng đảo cgiờo trung tuốc xong giờ quay giờoan nggiờêngiờ pgiờủ ngiờậntấu giờài vl,0
3567,thế_giới mày anh canada úc phủ_nhận tất ko đói_rách màyồmày,0
3568,việt nam giỏi quá,-1
3569,toi cung nhiet liet hoan nghenh va_ung_ho,0
3570,đảng clmm việt tân khát nước lâu quá ngáo hả chó,0
3571,hết thuốc chữa,0
3572,dề nghị vt kêu_gọi cộng_đồng quốc_tế dưa trung tuốc khỏi nước quyền phủ_quyết liên_hợp quốc dể trung tuốc ngồi ghế dó hợply,0
3573,đảng việt lồn đù má mấy thăng ba sọc lồn bày_đặt đảng việt_lồn,0
3574,đả_đảo lũ bành chướng tầu khựa,0
3575,đoàn_kết đai đoàn_kết thành_công đai thành_công tất sư_đoàn_kết chung lung_đấu cât nhau mới su thành_công_đoàn_kết lai tao thành sức manh chung phương_hướng,0
3576,đảng nào ta,0
3577,hoan_hô,0
3578,canh corona vi rút,0
3579,cẩu rình c,0
3580,chó_săn thật,0
3581,chó_săn,0
3582,phim,0
3583,thai duong cụ nhà ta nói,0
3584,đất_nước việt_nam chung tất mọi thành thần dân tộcchớ riêng đảng pháitổ chức nào tự nhận khơi_khơi đại_diện người dân k quy địnhnghị định nầy nọ,0
3585,người việt_nam,0
3586,bọn cộng_sản mở_miệng biết ngượng nào dân_tộc nào quần_chúng ủng_hộ nhìn đi nhìn mấy thằng đảng cộng_sản quèn,1
3587,hieu nguyen cộng_sản biết tuyên_truyền gian_trá,1
3588,thánh lầy bám ghế dai hơn đỉa,0
3589,cgo bàn_thờ sớm cộng_sản,1
3590,hiệpp ô chết cđmm ở việt nam dám thế à,0
3591,chó già cố giữ xương làm bao_nhiêu năm chẳng lo giữ nước lo tranh_giành miếng ăn lũ tham_quan việt cộng,1
3592,chế_độ cộng_sản giờ thích bám_trụ muốn rời ghế trừ nào hết xí quách mới thôi,1
3593,kiêm it lô đât mua nha vai căn nha rôi vê vươn cung muôn,0
3594,tien tran ít lô vô_lí quá làm làm tới bến luôn,0
3595,con gia nay thương rêu_rao răng thê lưc thu đich lam can trơ đa phat triên cua đât nươc ma lao bao giơ nhân minh ngu ngôc,0
3596,thê lưc thu đich nao xui giuc tham nhung thê lưc thu đich nao xui giuc lao lam tay_sai thê lưc thu đich nao xui giuc lao cươp nha cươp đât vv,0
3597,người vietnam ơiđây người lảnh đạo kiêm hai chức_vụ xứng_đáng trơ_trẽn vô liêm_sỉ bất_tài hại đất_nước hãy nói bạn_bè con_cháu ta hiểu nhé tiếng,1
3598,hu bỏ cộng_sản hồng phúc dân_tộc,1
3599,người việt nam ơithân tứ đạinầy thiếu nước đâu khátmô phật,0
3600,đừng nghe csvn nói,1
3601,da noi roi tram nam trong coi ng_ta da la lanh dao thi lam tot la se bi dan chung dao chanh bieu tinh hieu,0
3602,thằng già tư_cách lãnh_đạo tiếng ở đám bù_nhìn ai dám hó_hé,0
3603,ngoi trong bong mat an bat vang cha thang nao lai khong tham,0
3604,ten trong lu ma o lai them la dai hoa dan toc,1
3605,dm may co nguoi dan nao bau may dau ha thang suc vat de dau tom_gia,0
3606,ông tông lu con bao_nhiêu ghê ông ngôi hêt di_nhé,0
3607,tui con nhơ la lam tạm nưa nhiêm ky đê tim ngươi thay giơ ngôi luôn va ngôi lâu ro bô lao la,0
3608,một đít sít hai ghế lặn sâu_sắc sủi tăm,0
3609,thôi toang đất_nước việt nam ơi,1
3610,co ton tai bao giodon xem bo fim cua dang cong san den con lu pac po chay fau day tangay tan cua cac bao chua sap den,0
3611,ủa lão em thấy đít sao ai nói lão ngồi ghế ạ,0
3612,ten nay sao khg chet con o lai chat dat bao hai dan toc việt_nam,1
3613,dat nuoc gi gan công_an tram trieu dan ma de thang han gian trong lu lanh dao buon,1
3614,nhiệm_kì trc thay chủ_tịch cũ thôi,0
3615,thằng nguyễn phú trọng nó nguồn_gốc dân tàu chuyển sang chắcsuốt ngày lo đảng thế_lực thù_địch ai ng tới đất_nước sao,1
3616,dạo cụ tổng_bận rảnh bán hàngnên gửi tiền thiện bển chấy đượccó đói ngoanxong cụ kẹo,1
3617,con_người sống đạo_đức tự hủy_hoại chính mình,0
3618,trọng lú giờ cgiờỉ,1
3619,em khố rách ngu_muội cạn nghĩ,0
3620,vua ngôi mới tuổi tụi quần tham ở muốn làm lo_ngại,0
3621,màyàyiền namàyày việt namàyày người tài_giỏi biết lệ_thuộc giặc màyày diệmàyày thiệu chó sai giặc màyày gây chiến_tranh màyày màyàyiền namàyày việt namàyày nghèo_khó,0
3622,t mong mày bàn_thờ sớm,0
3623,ăn đi mấy bạn,0
3624,lậy cụ cụ nghi sơm chưng nào la hông phúc dân_chúng_tôi chưng đấy ah,0
3625,bo nhiêm ky luôn sanh vai cung tâp hoang đê vơi đai đê putin,0
3626,cai_trị cộng_sản hoạ dân_tộc việt,1
3627,cố bám ghế còn tổ_chức quốc_tang long_trọng,0
3628,bạn làm dân nước dân tín_nhiệm bạn đến hết_đời dân họ mắt hết đấy tân tân nhìn thấy giả mù thôi,0
3629,nghề nghe chửi mặt_dày vô liêm_sỉ,0
3630,thông_cảm đi nhớ nhớ quên quên ấy,0
3631,thực_chất một lũ khốn hơn thằng nào quyền_lợi riêng bản_thân chúng loè_bịp con_người còn đội mũ cối tàu cộng,0
3632,sắp chết tới lo tu tâm_niệm kinh phật kíp_hóa kíp con_người,0
3633,giọng nịnh_bợ lũ bò đỏ,0
3634,đất_nước một thăng bán_thân bất_toại làm lảng đạo đất_nước sớm_muộn củng tiêu_tàn,0
3635,đéo ai ông ở đâu về_vườn đi,0
3636,thăng gia nay ma la hông phuc dân tôc cươi ia,0
3637,về thôi già sao nghĩ dân_tộc đừng cố cụ ạ,0
3638,my bop chêt cộng_sản tau moi phut moi giây thăng anh chêt_thi thăng em cung băng ha thôi ma,1
3639,son pham hơn nhau kinh_tế cha ơi,0
3640,son pham cai loai tre trâu mơi nưt măt thi biêt ngươc hay xuôi ma dơ mom căn can chư,0
3641,còn hư_danh cấp vẩn bổ nhiẹm giòng tộc họ_hàng nó làm quan,0
3642,da mat thang nay khong dang lam tham chui chan ba tong thong dai loan thai anh van,0
3643,trơ_trẽn biết tự_trọng chịu đấm ăn xôi nhục thật,0
3644,thằng già nầy nhỏ dạy d lớn cộng_sản còn người nói hắn súc_vật quá tởm,1
3645,trung tuốc nó bắt,0
3646,tân thấy nói bn nhỉ bn quốc_tịch mày đấy việt namày chạy_chữa nhiệt_tình đánh_bóng đấy,0
3647,nho cong viet bung bo gioai nen tang công_an ay ma,1
3648,cai dang xam lo suc vat uong mau lo chu dan toc việt nam khong co thang trong lu nay no thuoc cai dang cộng_sản xam lo no la con cua thang suc vat hoang van hoan la thang tau khua,1
3649,tên trọng lú giờ quy tiên chắc dân_tộc ăn_mừng lớn,1
3650,ngươi co tai co đưc thi se đươc giao nhiêm trong trach thôi con ke chi biêt nhân tiên rôi câm sung băn vao dân minh thi ai noi tin hay nhơ răng muôn chơi luât thi năm ro luât,0
3651,thằng việt cộng nào lão lú thôi,1
3652,thằng già hết_sức còn ham danh_lợi,0
3653,gìa quá dìa hu đi cha,0
3654,lưa nay danh ai vay ta nhan dân can den luat nay khg ha hay danh khỉ,0
3655,ở thêm nhiệm k giã bọn kia bã,0
3656,niềm hạnh_phúc mọi băng_đảng cướp_bóc,0
3657,biết trong tâm tu nhung thang lanh dao cộng_sản ho nghi trong cai đau_ho,1
3658,chết dk bò trườn lm,0
3659,chết đi dân mừng,0
3660,củi đầy đốt sao xuể,0
3661,bọn việt tân_chém gió,0
3662,to cha mày thẩm_quyền co_vi,0
3663,thôi xong tưởng chịu_đựng thêm chút thời_gian người mới mang làn gió mới đổi_thay_thế toang thật,0
3664,gan chet ma van tham di_ve_cuoi ruoi di_thang khon_nan trong lu,1
3665,thằng già tự sướng,0
3666,việt tân,0
3667,tính ngồi mục ghế luôn,0
3668,ai ở đủ trình_độ lãnh_đạo á,0
3669,thằng chết sao,0
3670,mấy con bò đỏ đâu mẹ nó hết,0
3671,dcm đéo nào thấy lũ chúng_nó chống tham_nhũng hết đéo đâu ngày đéo hiểu sao nhỉ ai biết chả lời hộ,0
3672,mày cút đi tao nhờ nhìn mặt_mày tao thấy buồn_nôn nhìn gương_mặt phụ_khoa mày đất_nước muốn ỉa đái mặt_mày thằng bán_nước khốn_nạn,0
3673,đậu moa thằng khốn_nạn,0
3674,ngựa phanh_thây ngũ bề hết tội,0
3675,cháu ơi hôm lay ông nàm quan_tài xiêu to khổng nồ cháu ngoan việt nam cộng_hoà xuống chơi ông nhá,0
3676,bộ_máy cộng_sản chia nhau tiêu tiền ngân_sách tham_mưu luật hành_chính cơ_hội làm giầu làm sản_phẩm trong chui cung_ứng sản_xuất_phát_triển đất họ tồn hay nghỉ dân đâu quan_tâm thấy nhận lương đi phạt thu tiền luật thu phí quĩ dân,1
3677,gom cú chót truoc xuong quan_tài,0
3678,tin cộng_sản nói đổ thóc giống ăn,1
3679,thôi ông biến đảng quái_thai dân nhờ dm bọn độc_tài thối_nát,0
3680,một dân_tộc thằng lú trông_coi,0
3681,dân ta ngu_dốt,0
3682,thằng nào làm thế dân đếch đc,0
3683,thằng già sắp qu lôi đầu xuống tầng địa_ngục rug lẩy_bẩy còn tham quyền lủ cộng_sản chúng mầy thằng khốn_nạn ăn tàn_phá nát đủ thằng loài bọ_chét,1
3684,moá kinh thậtbsĩ đâu tách đít dzùm coai,0
3685,phản_đối việt tân nói miệng công hàmđể mai_mốt gọi công_hàm việt tân m trung cộng,0
3686,chúng_tôi đồng_lòng đảng việt tân,0
3687,nghe việt tân ngồi_tù,0
3688,chắc trùng_hợp thôi,0
3689,ta nói tuyên láo đám cuồng cộng đông hơn quân nguyên m tay_sai tàu thôi mãi tru_tréo chì_chiết người dân việt quên đi chính mình người việt nam đồ hèn,0
3690,anh trump cắt viện_trợ đi lo kiến sống đi nhé,0
3691,ăn_tiền thuế_dân chống dân,0
3692,việt tân dân oan nha mẹ nấm dân oan dạo sao việt tân,0
3693,ha_ha người chụp giỏi thật thể đứng trực_diện chụp k phát_hiện thế phát còn chụp đc hẳn tên k người_ngoài lọt ảnh ha_ha trùng_hợp nhỉ dam ba tin nhảm k thông_tin xác_thực hô_hào đúng,0
3694,tiếc quá thầy đời nhờ thầy chữa bệnh xạo lồn vt,0
3695,an_ninh lo_sợ dân phản_động thức_tỉnh thôi còn đối nguy_cơ ngoại_bang chúng ngu bò ấy,0
3696,dấu_hiệu nhận biết chế_độ diệt_vong duy_nhất ae nhìn phát biết csvn,1
3697,xưa đến nay một triều_đại phong_kiến đến xã_hội tan thời nào tồn muon năm triều_đại chế_độ nào hợp lòng dân người dân ủng_hộ triều_đại chế_độ tồn lâu_dài vĩnh_viễn muon năm qui_luật phát_triển loài_người toàn thế_giới,0
3698,việt nam đảng cộng_sản cầm_đầu hội đủ kiện lâu sao sụm dân_tộc việt nam hết khổ,1
3699,vietnam đủ bao_giờ toang,0
3700,đuổi hết về đi chăn bò,0
3701,hết diệt_vong,0
3702,chính_quyền diệt_vong hay,0
3703,dai hoa viet nam co du,0
3704,việt tân cộng_sản xung_khắc ấy,0
3705,sao giống trần dần phán vãi diệt_vong,0
3706,wtf số kêu bạn_bè số kêu đi tìm bạn gọi bè đa nhân_cách à,0
3707,đệ_tử trần dần giáng lâm,0
3708,l việt nam cộng_hoà diệt_vong,0
3709,việt tân,0
3710,thằng vô_học hay dậy đời,0
3711,họ nhà mày chết diệt_vong đâu,0
3712,đừng hỏi tổ_quốc làm ta ta làm tổ_quốc,0
3713,thằng nào viết bài đích_thị cây hài nhân_dân,0
3714,ờ còn hơn việt tân,0
3715,diệt trọng lú xàm,1
3716,dep tương đai đê xây trương hoc nha thương viên dương laonhưng lơi ich xa hôi,0
3717,giờ muốn sống ở xứ tư_bản giãy_chết,0
3718,việt cộng toang,1
3719,sao,0
3720,cô_dâu việt chết ở nước_ngoài kha_khá thế mới thấy con dân việt đâu ai muốn rời xa quê_hương đi biết sống sao ở quê nhà giặc tàu xâm ơn đảng ơn bác,1
3721,bạn nói mình hiểu hết trơn,0
3722,ch nào bán hết_đất nó vẽ ch khác bán đất thế thế đến bán_nước thôi,0
3723,thung_lũng silicon ăn_nhằm bọn nó còn muốn đem thế_giới về việt nam cơ làm việt nam thành trung_tâm vũ_trụ,0
3724,lăng đình trở_thành cầu_tiêu thế_giới,1
3725,thẫmày mày viện kimày ngân thành thung_lũng silicon,0
3726,chắc họ bóp silicone riết lú,0
3727,thăng ma đâu csvn nao nhin đâu cung thây va muôn silicon bi am anh thât rôi,1
3728,thung_lũng silicon trở_thành bến_tre,0
3729,việt nam giờ hiện_đại thập_niên giờ chúng_ta hệ_thống lò ấp tướng bộ_trưởng tiến_sĩ bất_góc hẻm nào trở_thành thùng lúng sillicon riêng bến tre thời_gian năm hay năm thôi bác đi đến đâu nói thế dùng chữ nhất_định thời_gian thế v tay tự sướng vui,0
3730,việt nam thành silicon hết mả cha bọn cướp đảng cộng_sản búa liềm,1
3731,dự_án thay_thế facebook đổi luật_chơi anh_hùng đi đến đâu,0
3732,đất bến tre giá bà_con ơi,0
3733,não thủ_tướng bộ_trưởng toàn chứa silicon mới_phát_ngôn,1
3734,mấy bác lấy tiền dân ngày_đêm đi ngậm silicon mấy em giờ đi đâu nghĩ đến silicon,0
3735,vụ facebook hót hay chua làm nối,0
3736,thêm thằng nô,0
3737,ô hay sao v n ta lắm thung_lũng silicon quá ông ơi xem đi ông nào tự sướngdành hết phần dân sao hãy người dân_chúng_tôi kịp thở đà nổ chắc người dân_chúng_tôi chết chắc quá ngộp kkkkkk,1
3738,rốt_cuộc ch nào thành thùng lũng silicon,0
3739,não đám cai_trị việt cộng chắc làm_bằng silicone,1
3740,trương hoc xây lấy đâu chất_xám thành thung_lũng lú,0
3741,thung_lũng bao cao_su ấy,0
3742,lộn ngôn quá nói xướng mồm bệnh quan,0
3743,thôi nghe tất tỉnh_thành đất_nước thung_lũng silicon lòng,0
3744,mày màyột thung_lũng silicon màyà việt nam tới ba cuối nào,0
3745,xin hỏi thung_lũng ngập ở đâu,0
3746,xây nhà_máy sản_xuất silicon,0
3747,lắm thung_lũng thế,0
3748,chắc nó tính mang rác_thải nhựa đến,0
3749,bên tre la xư dưa chăc hăn tương dâu dưa thay thê silicon đươc đo ma,0
3750,dcm chúng_mày dân người_ta yên_ổn làm_ăn,0
3751,bọn cộng_sản sao bây_giờ bọn nó ngáo đá quá,1
3752,qui nhơn trở_thành thung_lũng silicon,0
3753,nay a nào lấy vợ kiểm_tra xem nằm trong địa_điểm,0
3754,đồng_chí nầy nói đúng,0
3755,bến tre chuẩn đón bão biến_đổi thành thung_lũng silicon,0
3756,thoi xong lai phat bênh nổ nua chac bênh nay liêt vao bênh nan_y quá,0
3757,nịnh mụ ngân thôi quê mụ,0
3758,nghe thấy ở trong váy chị hằng,0
3759,nguyễn mạnh khùng,0
3760,cu da dang di_la gi cung thanh cong chua da dang ma noi cao sieu dan khong tin dau,1
3761,đúng quá gái bến tre nâng ngực nhất,0
3762,mấy thằng bại não nó nói,0
3763,đúng bọn nhồi_sọ,0
3764,thung lung rac,0
3765,mày phục sát đất,0
3766,vê bên tre lây trai dưa up vô cai vu khoi bom silicon,0
3767,thể ông ấy muốn gợi phụ_nữ bến tre bơm silicon dễ lấy chồng nước_ngoài,0
3768,ông nói đúng còn trong tương_lai k bến trê thung_lũng silicon thôi đâu nước việt nam luôn nhé bà mẹ nó giờ mười con thấy hơn bơm silicon người còn,0
3769,toàn thánh nổ,0
3770,ngày mày rút quân về nước màyà quên tiêu_hủy bomày giờ màyấy bác ở trong rừng lượmày về cưa giờ màyới nổ quá trời,0
3771,maggie dustin sàm lol,0
3772,anh_em ruột anh đại_bác sao giống thế nh,0
3773,thanh khoa nguyen sàm lol,0
3774,xử l cấp_bách hiện,0
3775,thằng mạnh_bạo hùng t muốn bến tre khu công_nghệ silicon thằng huệ muốn hà lội trung_tâm khoa_học thủ_đô thằng phúc muốn việt nam_trung_tâm vũ_trụ thế_giới dân việt nam ngủ võng đầy_rẫy ở mọi ước_mơ tw bộ chính_trị thành_tựu hè,0
3776,thời kháng_chiến,0
3777,hà_nội trở_thành trung_tâm khoa_học công_nghệ hàng_đầu đông nam á hoan hôv tay song nồi chén dỉa đánh beng bengnhưng mấy năm hết thế k nầy đả hoàn_thành đừng dân hanoi ăn bánh_vẻ hơi tội,0
3778,mơ_ước quyền mơ_ước nền_tảng mơ_ước thí_dụ đâu ai cấm_đoán một thằng cụt một chân nằm_mơ chiếm huy_chương vàng trong cuộc chay đua marathon thế vận_hội riêng việt nam ước_mơ dành lũ súc_vật việt cộng thôi còn dân_chúng bất mơ_ước nào cấm_đoán ước_mơ nào trái cấm,1
3779,thăng chăc la khoi nươc viêt nam mơi phat biêu vơ vân,0
3780,ngang tầm thế_giới luôn chớ bì_thơ,0
3781,thua con_cháu bác hô huyền,1
3782,bệnh nặng lắm chịu uống thuốc,0
3783,ua bưa nghe bên tre la silicon valley roi ma gio hn moi den dna thoi sao,0
3784,hanoi se doi dau voi thung lung silicon ben tre dza,0
3785,nam mo giua ban hahahaha,0
3786,ông việt tân biết quê bác người_ta đạo bà la môn hơi đông à giống bò đỏ lai_tạo,0
3787,ổng cưa boom chuyên_nghiệp vãi,0
3788,mạng cạnh_tranh facebook đâu òi,0
3789,công_trình chào_mừng đhđ,0
3790,dính bẫy nợ hàng_đầu đna,0
3791,thời_đại cntt xạo_dân chốn người gây phản_cảm,0
3792,toan la sông ao cơm dân đu ăn,0
3793,xây trương hoc thành trung_tâm khoa hoc thât ấy tiêc xây trương xây tượng_đài hn thành trung_tâm đánh thuê,0
3794,ngành_nghề đầu trung_tâm thung_lũng rác_thải hiện_nay đổ bên singapore à,0
3795,hà nội_trợ thành trung_tâm tham_nhũng đông nam á,0
3796,lãnh_đạo việt cộng bây_giờ ngáo quá,1
3797,ông bộ chính_trị mở_miệng hàng_đầu thực_tế đầu_hàng,1
3798,thế sinh_viên bắc xuống nam trường sài_gòn tìm,0
3799,thailand singapura chắc còn ở đông nam á,0
3800,hàng đá dạo nầy lắm kẻ xài,0
3801,người dân_chúng_tôi xin ông lãnh_đạo bớt đi mây về gió đi hãy thực_tế xem tình_trạng đất_nước hiện_nay thay_đổi đừng tự sướng người dân_chúng_tôi nhờ,1
3802,mơ mơ thôi sao mơ một ngày nào trung cộng sang triều cống xin đạo ta nhỉ,0
3803,quá tốt lẽ bằng chế_độ ưu_việt phấn_đấu ta lâu,0
3804,thành_công biến tr dân thành c máy con cừu ngoan_ngoãn,0
3805,thế tân cải_thiện phục quốc,0
3806,chả lẽ mi ngày bài la phục quốc à,0
3807,cu da dang di_roi noi the dan moi tin bay gio ma noi the thi hong_roi,0
3808,tiên a huệ dân xin cn xử l rác_thải nhé,0
3809,doanh_nghiệp lước ngoài nào mới đến biết văn_hóa thôi,0
3810,chắc mới nhận đồ ngon hoàng thượng_sảng,0
3811,hang dau the gioi chu,0
3812,biết nó hiểu nó nói nhở,0
3813,sao dạo ngáo đá ngôi quá,0
3814,dug nghe c san noi,0
3815,ôi quả cà_rng,0
3816,cạt linh còn ở đầu nào,0
3817,kho long_binh con dể kho bom,0
3818,trời ơi tin,0
3819,mấy thằng cán_bộ việt cộng mặt lồn toàn nói_phét tham_nhũng giỏi,1
3820,cầu hương_hồn bà an vui ở cõi vĩnh_hằng,0
3821,thành_kính phân_ưu gia_quyến,0
3822,hiện công_an đe_dọa dùng giang_hồ xử tôi bài viết án bất_công mong cộng_đồng mạng tiếng tố_cáo âm_mưu thâm_độc,0
3823,bò bây_giờ giá_trị hơn người trông thấy nhà bò chuồng người khỏi sánh,0
3824,yen tran mới nói một người làm quan_họ nhờ,0
3825,chính_quyền csvn bán_nước hại dân,1
3826,trần đức o việt nam ngược_đời giống aicho đày tớ đại_gia giàu nắm quyền lựccòn nhân_dân m chủ đói_nghèo vv,1
3827,hoài_nghi méo gi nưaz chuồng bò đấy nằm mức triệu mấy ông bụng to quả ăn giày tất,0
3828,trời ơi đản công nô sao trí tuê m dân giàu đc chúng bày trăm phương ngàn kế đầu tu túi chúng đầy tiền vàng,1
3829,thế nước,0
3830,tiền nó toàn đôn giá thực_tế,0
3831,tiêc cai la vung nay co tương đai,0
3832,di_mơi goi la cộng_sản siêu viêt,1
3833,ủng_hộ tàu hết_sức nhé số tiền màyàyàyà blmàyàyày antifa nhận đc bạo_loạn nước màyàyày đc việt tân sức ủng_hộ bảo_kê họp_báo ủng_hộ màyàyàyạnh màyàyàyẽ chống trumàyàyàyp kết_quả nè việt tân ủng_hộ búa liềmàyàyày ở màyàyày rõ ban ngày_giờ lòi nè hoá ở màyàyày vt ủng_hộ búa liền ở việt nam giả thế đừng giả_tạo nưuax vt à,1
3834,quá đúng bạn ạ nhà cầm_quyền sáng_suốt đấy đất_nước việt nam hiện_nay bò hơn dân ưu_tiên bò còn thừa mới tìm tới nhà dân đấy mới chính_sách đúng_đắn,1
3835,bò lãnh_đạo chăm_lo đồng_loại đúng thôi kiến linh_tinh,0
3836,nghi_ngờ hiển_nhiên đến đứa học xong cấp nó biết xảy,0
3837,tính nhân_văn chế_độ ta an_cư lạc_nghiệp,0
3838,nghệ_an bò ở sang_trọng hơn người,0
3839,vl nhà bò còn đẹp hơn nhà người chính_quyền ở thương dân bằng thương con bò,0
3840,bọn luôn tự công_an đỉnh công ano_trí_tuệ mới m đmcs,1
3841,đúng một người m quan_họ nhờ đằng toàn_bộ dòng_họ nó m quan chuồng đồng_loại nâng tầm cao mới,0
3842,ai biết thấy nghịch l ai đọc truyện trại súc_vật hiểu liền đơn_giản trong xã_hội cộng_sản bốn chân qu hai chân qu,1
3843,mấy con bò hỏi xây tượng_đài nghìn_t làm,0
3844,chuồng bò xây bằng tưởng con bò,0
3845,dân thật_thà quá khai số khẩu trong gia_đình bò thể thêm gian ở,0
3846,bọn tà_quyền chính chính thấy ghét,1
3847,tưởng đâu phái nga my thành tương dương hết cmn hồnơ đừu,0
3848,nhan_nhản tương_tự thế khắp việt_nam,0
3849,bố tổ lò tổng_bọn quan hút máu dân_gian nhà tao xây đẹp_đẽ hết triệu thôi nhé đừng thi_đua vơ_vét chúng_mày thôi,0
3850,bản_chất thay_đổi,0
3851,sứ đông o thực_hiện bò quyền,1
3852,xã_hội bò một giai_cấp ưu_tiên,0
3853,đât nươc hinh chư sgân triêu ngươi triêu la thu đich gân triêu la thân đich,0
3854,y ăn thịt bò con bò tắm nghe nhạc giao_hưởng mi ngày hả ad,0
3855,nhanh_trí chuyển chuồng bò ở còn nhà dành bò,0
3856,lạnh đạo bò nó qu trọng bò bò bò,1
3857,rõ_ràng ban_ngày ở xứ đông lào,0
3858,chuồng bò chuồng người,0
3859,con chờ dọn vô chuồng bò ở,0
3860,li ở thằng nắm địa_bàn hộ sót nọt sổ chúc gia_đình may_mắn lần nhé,0
3861,họ lo gốc_tích mình thôi,0
3862,sao xây nhà dân xây chuồng bò,0
3863,adm nói sao bọn nó chia chát chấm múc sao lầy làm mới ăn,0
3864,gia_phả đi nuôi bò lai vốn lam chuồng,0
3865,bác giờồ nói dân dân giờ tụi nó đè dân ép dân,0
3866,đầu bọn cộng_sản nó thành thứ,1
3867,thật đau_lòng đất_nước,1
3868,chắc dát vàng zùi,0
3869,bức ảnh năm,0
3870,ch t xây nhà vệ_sinh nhỏ nhỏ hết củ,0
3871,lãnh đao bò phai dậy thui,1
3872,mấy thằng nào nghỉ xây chuồng bò triệu mai_mốt nó vô ở tội tui nó,0
3873,quan_trọng tao thích xây nhà xây chúng bây chúng bây đ vất vã chúng bây dư thời_gian chúng bây đi học chúng bây khôn m sao tao cai_trị,0
3874,thằng con làm đơn xin nhập quốc_tịch gọi về chửi thằng_cha ngáo đá chừa đường hạ_cánh an_toàn thằng_cha cơn ngáo lệnh lều báo xoá bài,0
3875,lôi cô con no vê sang tâu,0
3876,ủa thằng con_trai anh niễng vịt quay bán căn biệt_thự bên màyày cuốn_gói về việt namàyày ở anh niễng vịt quay nào con anh niễng vịt quay cuốn_gói về việt namàyày ở nhớ đài vtv tuyên_bố toàn thế_giới biết cột điện màyày đế chạy về việt namàyày ở làmàyày cố_hương luôn,1
3877,thằng thủ_tướng ngu chó,1
3878,còn đứa đi chuyên ăn_cướp y cuồng sắp chết dịch_bệnh haha,0
3879,thủ_tướng phát_biểu xong thành tưởng thú,1
3880,nói thấy hay đc làm_tới c thống_đốc bang đâu tiếng,0
